#;R_mean;G_mean;B_mean;H°_mean;S%_mean;V%_mean;L_mean;C_mean
1280;131,9;109,3;91,2;48,1;37,9;52,3;47,2;18,1
1281;150,7;133;114,2;50,3;26,5;59,3;56;14,3
1282;107;99,7;95;107,1;25,3;43,8;42,1;8,9
1283;88,6;78,8;75,6;125,7;23,8;35,1;32,9;6,8
1284;97,8;87,4;84,1;110,5;31,7;39,5;36,5;9
1285;107,7;105,5;102,6;106,8;17,6;44,2;43,3;6
1286;115;98,1;90,7;104,8;27,9;45,4;41,9;11,6
1287;125,5;116,8;98,3;42,3;33,5;50,1;47,7;13,4
1288;121,3;115,5;110,5;117;29,6;50;47,6;9,7
1289;105,8;108,5;106,4;89,3;21,9;46,3;44,2;8,5
1290;90,2;68,2;75,2;145,7;55,8;42,3;31,4;30,9
1291;127,2;119,8;115,9;107,9;21,8;51,3;49,5;8,6
1292;104,8;96,8;50,6;64,4;53,6;41,9;39,8;27,3
1293;102,3;157,3;101,4;118;38,3;61,7;59,5;38
1294;101;128,9;118;131,7;30;51,5;50,9;14,8
1295;73,5;72,4;61,8;109,3;32,8;30,4;29,1;8,5
1296;96,1;131,2;104;123,6;34;51,8;51,2;22,3
1297;129,8;153,5;106,7;92,7;40,8;61,8;59,9;30,1
1298;120,6;113,6;93,9;53;32,3;47,5;46,3;12,8
1299;73,9;140,2;121,7;150,6;51;55;53,3;26,3
1300;57,3;123,8;114,2;166,8;58,9;49,2;47,7;24,3
1301;117,5;129,1;109,2;111,5;26,8;52,5;51,5;15,3
1302;139,9;140,4;107,7;61,7;35,1;56,1;56,5;19,2
1303;87,8;105,1;80,5;116,5;30,6;41,9;41,5;17,5
1304;80,6;88,4;89,3;158,6;24,4;36,5;35,8;6,3
1305;115,8;112,1;114,5;142,2;23,1;49,2;46,1;9
1306;116,6;117,5;118,2;126;10,2;48,4;48,8;4,3
1307;104,3;131,4;158,1;191;40,2;63,6;53,3;20,3
1308;113,2;116;123;161,4;34,6;55,2;48,3;16,4
1309;125;132,2;140;203,3;12,6;55,1;53,9;5,7
1310;112,9;118;111,3;133,2;19,6;47,5;47,6;7,6
1311;150;149,3;143,9;100,8;11,8;60,7;61;5,9
1312;114,3;120,5;119,1;139,9;26,4;53;49,1;14,9
1313;112,4;118,5;106,6;110,6;46,4;55,1;48,8;25,6
1314;91;94,2;95,4;124,8;35,6;41,8;37,9;11,3
1315;62,9;55,8;25,2;59,6;58;25,2;22,9;19,7
1316;78,6;108,9;135,3;177,2;50,9;54,9;44;21,8
1317;137,8;136,7;131,4;153,2;16,6;55,3;56,1;6,3
1318;75,2;76,8;79,2;151,9;26,3;32,6;31;5,2
1319;114,1;119,8;105,6;103,3;27,8;48,5;48,3;12,3
1320;131,4;142,7;155,9;134,9;28,3;64,9;58,2;14,9
1321;116,3;110,1;103,1;112,8;22,6;47,1;45,1;8,8
1322;128,3;133,4;138,6;216,8;10,9;54,4;54,4;4,5
1323;114,3;113;118,6;128,2;28,3;52,4;46,8;13,3
1324;124,5;126,5;127,6;188,6;5,5;50,8;52,3;2,9
1325;125,4;138,1;148,2;179,5;17,8;59,1;56,3;9,3
1326;131,6;147,9;152,4;187,2;19,1;60,5;59;8,4
1327;123,5;117,4;107,9;93,9;31,4;51,9;48,6;13,3
1328;105,7;102,9;101,5;126;13,3;42,9;42,6;5,1
1329;115;120,3;128;172,2;20,1;52,4;49,8;9,1
1330;125,5;120,9;117,6;109,1;23,2;52,3;49,7;9,1
1331;106,1;123,3;146,2;167,1;40,5;62,2;51;23,1
1332;122,8;131,3;136,2;170,7;27,2;57,1;53,1;13
1333;126,5;69,8;23,7;26,6;84,7;49,6;34,7;40,7
1334;86,7;101,5;88,1;116,6;26,7;40,2;40,8;12,2
1335;122,6;128,1;143,9;200,9;28,9;57,8;52,3;15,9
1336;137,1;141,4;136,5;98,2;25,1;60,2;57,3;13,1
1337;114,8;136,2;154,4;209;39,2;62,7;54,7;16,3
1338;121,3;128,5;124,3;127,2;19,6;51,8;52;7
1339;128,6;127;127,5;185,6;14,3;52;52;4,8
1340;114,6;120,3;97,1;106,3;28,1;49,3;48,9;17,2
1341;129,1;136,4;137,6;128,9;19,6;58,7;56,2;12,5
1342;77,8;109,5;106,9;173,4;34,7;43,4;42,8;12,5
1343;134;139,2;145;182,4;12,1;57,7;56,2;5,7
1344;96;98,5;102,7;166,1;23,2;43,1;40,4;8,1
1345;121,1;127,3;131,7;140,7;15,1;53,3;52,2;6,8
1346;125,7;116,1;110,6;83,4;25,6;50,5;47,1;8,5
1347;65,2;74,4;68,4;141,1;20;29,8;30,2;7,5
1348;67,8;92,5;122,9;199,6;47,8;48,7;37,4;21,2
1349;119,2;115,4;108,3;116;42,5;56;48,3;21,6
1350;143,4;143,4;143;135,6;11,8;59,4;58,7;5,9
1351;203,8;206,5;192,3;78,2;14,3;83;81,9;10,7
1352;114;106,6;104,7;103,4;18,3;45,7;44,1;5,6
1353;153,5;154;150,4;145,6;12;61,9;62,5;5
1354;90,6;97,8;76,2;100,2;32,4;38,8;39;14,7
1355;108,6;115,8;125,7;159,6;21,9;51,8;46,5;12
1356;123,3;126,5;129,7;162,4;21,1;54,1;52,2;8,4
1357;153,5;155,7;164;234,1;9;64,5;63,6;5,2
1358;108,5;119,5;124;151,2;23;52,3;48,9;13,1
1359;104,1;123,5;135,4;202,2;24,4;53,2;50;10,2
1360;104,1;105,6;100,8;108,4;13,8;42,4;43,3;4,7
1361;94,3;130,5;171,3;217,7;44,4;67,2;52,7;25,3
1362;113,5;117,6;124,8;183,9;15,3;49,9;48,2;6,3
1363;131,6;129,6;139,5;230,5;14,3;55,8;53,3;7,5
1364;125,2;92,6;74,1;44,8;49,2;49,7;41,5;21,4
1365;118,2;115,1;111,3;120,6;25,3;49,1;47,3;8,4
1366;129,8;134,1;141,7;183,9;17;56,9;54,9;7
1367;118,9;116,5;111,3;122;33,2;53,6;48,5;15,7
1368;89,6;115,8;84,1;116,8;39,3;45,7;45,6;23,1
1369;112,7;105,8;95;127,2;22,9;45,9;44,4;11,3
1370;85;101,7;100,6;152,7;34,2;41,6;40;9,2
1371;80,7;95,5;95,9;173,7;28,2;39;37,9;8,2
1372;83,2;91,8;80,2;118,1;25,3;37,5;37,5;11,3
1373;140,2;140,6;128,3;115,2;25,7;59,1;56,9;13
1374;124,8;127,5;123;147,7;33,9;56,5;52,4;15,8
1375;102,1;113,4;118,7;153,1;26;48,8;45,6;9,7
1376;5,4;5,1;4,4;13,4;5,9;2,2;1,7;0,6
1377;136,4;133,6;124,2;77,3;16,6;55;55,2;8,3
1378;125,3;127,1;131,5;177,7;13,6;54;52,8;7,1
1379;129,7;137;140,1;159,9;22,8;58,1;55,5;10
1380;130,9;128,3;129,8;154,3;21,2;53,2;51,8;5,4
1381;144,9;151;163,8;191,4;20,7;66,5;62;12,5
1382;123,2;113,5;107,8;82,8;17,1;49,2;47;7,8
1383;95,4;93,8;77,2;84,3;34;40,2;38;13,9
1384;75,5;81,5;85,2;152,2;19,7;35,6;33,2;7,9
1385;103,4;109,2;97,2;105,4;15,3;43,4;44,4;8,7
1386;104,8;119,3;131,9;180,8;25,7;53,5;48,5;13,2
1387;124,3;142,2;160,5;204,7;24,7;63,4;58;12,9
1388;118,4;126,2;121;133;15,9;51,1;51,5;8,1
1389;103,6;110,3;109,3;133,4;17,1;45,3;45,1;6,6
1390;69,8;78,8;76,7;160,5;24,5;32,7;32,1;8,1
1391;121;120,8;118,9;98,5;12,9;50,9;49,9;7
1392;112,8;124;120,9;136,5;29,1;52,5;49,6;12,8
1393;99,6;117,3;136,8;207,3;28,9;54,1;48,5;13,9
1394;134,3;122,2;96;97,7;51,9;59,7;51,8;29,8
1395;117;121,3;116;121,9;21,9;50,4;49,7;10,1
1396;119,5;104,6;101;156,1;22,9;47,8;44,2;10,5
1397;126,8;137,3;143,3;198,5;14,4;56,3;56,2;5,6
1398;124,5;121,3;108,2;102,8;30,4;51,2;49,5;12,6
1399;141,3;147,2;152,9;181,3;15,6;61,4;59,5;6,6
1400;144,8;133,2;125,3;91,3;25,4;57,7;54,8;9,6
1401;127;119,8;110;91,8;30,8;54;49,8;15,3
1402;110,8;94,5;79;61;42,6;47,6;40,2;20
1403;104;106;117,8;244;16,6;46,5;43,6;7,5
1404;134,6;130,7;131,4;147,8;9,4;54,1;54;4,4
1405;127,7;127,6;121,4;87,3;11,5;51,6;52,7;5,6
1406;93,4;129,2;150,8;159,2;42;62,8;52;24,3
1407;71;89;77,3;129,7;36,2;35,7;34,3;12,9
1408;107,6;144,4;116,5;138,4;61,4;63,1;56,4;34,4
1409;112,8;87,5;69,8;49,2;49,8;44,6;38,7;18,7
1410;89,2;77,9;75,8;99,5;29,6;35,2;32,4;6,2
1411;73,3;66,2;59;64,7;28,6;29,2;27,5;7,4
1412;131,8;129,5;125,2;114,6;17,1;54,3;52,5;7,4
1413;114,1;113,7;114,2;93,6;17,1;49,2;47,1;8
1414;107,2;110;119;141,2;20,5;49,1;45,3;9,2
1415;125,2;114,2;121,9;182,8;20,7;53,4;48;11,8
1416;129,6;125,8;120,3;128;15,1;52,8;51,8;8
1417;73,8;44,5;27,4;41,1;58;29;20,7;19,2
1418;123,8;102,6;100,4;102,2;23;49,3;43,9;11,8
1419;134,5;145,9;155,6;174,3;18;62,3;59,3;9,5
1420;148,3;140;139,8;162,6;20,2;59,8;56,6;8,8
1421;123,4;114,7;117,1;114,3;25,4;53,5;47,7;13
1422;76,2;64,1;57;55,6;40,3;30,5;26,8;9,3
1423;153,8;142;132,5;72,3;15,6;60,8;58,9;8,6
1424;101,8;98,3;97,5;126,4;21,6;43,8;40,8;9,8
1425;83,2;103,5;130,4;212;36,3;51,2;42,9;17,8
1426;108,7;124,9;144,3;197,5;26,1;57,1;50,7;13,3
1427;126,5;125,5;125,7;138,1;15,3;52,6;51,6;6,1
1428;134,1;119;103,4;102,4;25,9;53,5;50,5;14,9
1429;94,9;85,4;76,8;65,5;35,7;37,7;35,4;8,4
1430;127,7;119;110,2;91,6;20,2;50,4;49,7;8,1
1431;109,8;89;74,6;71,3;34,2;43,4;39;16,1
1432;94,5;80,5;109,7;276,9;31,9;44,7;35,9;20,2
1433;126,4;120,8;108;84,4;26,1;50;49,5;9,6
1434;99,2;101,9;93;118,8;41,4;48,6;42,9;25,4
1435;125,4;130,1;74,8;68,1;45;54,2;52,6;31,9
1436;129,5;131,9;131,4;128,1;29,3;59,5;54,3;16,5
1437;134,3;131,5;129,3;122,2;11,8;53,7;54;4,6
1438;147,8;141,5;127,8;94;17,7;59,4;58;11,1
1439;108,4;100,7;100,9;135,6;18,6;43,5;41,3;5,9
1440;107,7;88,4;76,2;47,5;29,7;42,4;37,8;12,6
1441;128,4;117,6;102,4;94,3;26,4;51;48,2;11,8
1442;153,9;126,8;123,3;119,1;28,5;60,5;53,9;12,9
1443;123,1;106,8;103;109,8;32,9;52,2;46;16,6
1444;158,5;150,9;134,5;87;24,4;64,1;61,9;13,5
1445;125;92,2;81,7;101,7;37,4;50,2;41,8;20,4
1446;108;71,4;29,8;31,9;75,4;42,5;32,6;30,1
1447;129,4;77,6;25,5;27,1;83,2;50,8;36,9;39,5
1448;125,4;100,3;68,6;35,7;48,2;49,2;42,8;22,4
1449;128,7;83,8;28,4;31,9;81,5;50,5;38,5;39
1450;94;67,6;48,4;35,8;60;37,2;29,9;18,9
1451;53,2;30,5;16;29,6;78;21,1;14,3;15,4
1452;63,4;45,6;29;75,1;54,5;25,5;19,8;16,7
1453;127,9;82,7;19,8;37;86,1;50,2;38,1;41,8
1454;117,6;68,4;33;40,8;73,8;46,1;33,4;35
1455;108,6;81,3;48,6;41,9;67,3;44,6;35,8;26,6
1456;108;71,9;43,8;25,1;70,5;42,4;32,7;25,9
1457;103,7;65,1;8,2;33,5;91,3;40,7;30,1;36,8
1458;116,5;113,2;96,5;72,8;25,9;46,6;46,1;10,8
1459;110,8;81,1;5,3;38,9;95,3;43,5;34,9;39,6
1460;111,7;98,2;59,3;56;49,1;44,1;40,8;23,6
1461;94;63,4;51,9;48,5;55,2;36,9;28,6;16,7
1462;98,4;46,7;8,5;20,4;94,2;38,6;24,8;35,3
1463;106,1;66,6;24,8;31,5;81;41,6;30,8;32,4
1464;59,9;34,8;17,3;31,1;74,5;23,5;16,1;17,5
1465;117,1;55,3;7,9;24,5;92,4;45,9;29,8;42,7
1466;81,3;42,8;13,8;35,5;76,8;31,9;21,4;26
1467;131,2;135,5;146,3;184,1;15,9;58,8;55,6;8,7
1468;134,7;85,9;25,5;33,6;85,5;52,8;40,1;42,9
1469;121,5;70,1;30,3;29,5;77,7;47,7;34,3;36,8
1470;147;72,3;39,6;55,6;78,9;57,6;39,2;45,2
1471;79,1;61,9;50,7;74,2;55,1;31,4;26,6;11,9
1472;142,7;88;45,8;30,2;76,8;56;41,6;38,2
1473;108,5;62,8;16,1;30,6;89,5;42,5;30,1;35,8
1474;169,8;108;68,7;33,6;65,2;66,6;51,1;41,2
1475;129,5;100,8;72,1;54,8;41,8;50,8;44;22,3
1476;120,6;106,7;87,2;89,5;40,9;49,8;44,6;19
1477;113,7;102,3;91,9;70,8;29,2;45;42,3;9,9
1478;96,8;99,5;100;150,3;31,3;43,4;40,3;10,8
1479;132;121,6;115;81,6;26,5;54,2;50,8;11,5
1480;109,3;101,4;97,6;142,4;22,3;44,8;42,8;9,5
1481;123,2;108,2;98,8;70,5;33,5;48,4;45,1;10,6
1482;110,7;95,1;87,7;86;29,4;43,5;40,1;9,8
1483;113,5;88,2;83,1;132,9;40,2;44,8;39,4;15,7
1484;131,3;95,4;79,1;49,5;43,5;51,8;43,2;21,5
1485;144,6;117,8;107;65,5;37;56,8;51,9;17,3
1486;120,3;117,5;108,2;81;19,3;48,8;48,2;8,4
1487;120,8;132,6;125,6;123,2;30,4;56,3;53,8;14,3
1488;92,8;96,9;75,1;93,3;24,1;38,7;39,2;14,1
1489;105,7;151,6;102,4;115,9;34,8;59,5;58,1;33,5
1490;71,2;77,6;72,7;143;35,8;33,8;31,3;10,9
1491;119,2;156,1;122,2;121,4;27,8;61,6;60,9;24,6
1492;116,2;153,8;134,4;129,9;30,6;60,9;60,1;20
1493;105,4;127,5;78,6;88,1;43,7;51,5;50,2;30,9
1494;113,9;143,5;111,2;110,9;28,7;56,6;56,3;22,8
1495;33,2;35,1;33,3;146,7;26,5;15,5;13,4;5,5
1496;119;146;99,3;89,9;34;57,6;56,9;28,9
1497;127,3;122,5;61;57,3;50,2;50,3;49,9;34,1
1498;104,8;101,3;86,6;138,9;19,5;43;42,4;11,6
1499;122;139,4;155,3;186,7;22,9;61,7;56,3;12,6
1500;78,7;136,4;187,6;209,4;59,1;73,6;55;32,7
1501;109,1;118,7;133;216;19,9;52,2;48,4;9,1
1502;90;95,6;99;138,1;29,6;41,8;38,6;9,3
1503;97,2;112;125,9;177,2;26,4;50,3;45,6;11,1
1504;113,7;114,2;107,4;127,8;27,8;48,7;46,5;11,8
1505;112,1;116,2;114,8;117,5;40,8;53,9;48;18,1
1506;115,3;127,9;141,9;170,9;25,5;58,1;52,2;13,3
1507;87,2;124,5;163,8;210,3;49,3;64,3;50,1;25,1
1508;117,6;117,4;98;85,6;30,6;50,2;48,5;17,2
1509;110,8;112,4;106,5;148,2;18,8;45,6;45,9;7,4
1510;132,2;135,8;140,9;160,3;22,4;59,3;55,7;10,8
1511;107,8;110,4;112;181,7;9,4;44,9;45,6;3,8
1512;119,4;130,7;142,4;132,3;24,5;59,7;53,5;15,4
1513;85,3;85,6;74,9;94,6;24;35,1;35,1;9,1
1514;134,9;126,4;113,5;78,7;26,5;53,8;52,1;10,6
1515;113,6;113,5;117,3;177,8;13,1;47,9;46,1;5,3
1516;89,6;108,5;126,2;150,2;41,8;53,9;43,9;19,1
1517;147,7;155,1;168,8;217,9;13,5;66,3;63,5;8,3
1518;96,2;112,4;130,5;175;40,6;56;46,1;22,1
1519;108,8;112,2;116,1;140,2;24,4;48,8;45,6;8,4
1520;155,3;102,6;50,8;27,8;72,4;60,9;47;42,2
1521;127,8;144,3;133,6;131,5;17,2;57;57,6;10,6
1522;114,4;114,1;110,8;116,6;14,7;46,7;47;5,8
1523;129,9;147,2;137,6;162,8;38,7;65,8;59,3;24,4
1524;126,6;121,2;123,1;156;23,5;51,9;49,7;7
1525;118,1;141,3;157,5;182,9;27,8;62,9;56,7;13,8
1526;114,1;130,7;154,7;187,2;26,8;61,4;53,2;16
1527;72,4;102,5;141,1;202,7;51,9;56;41,7;25,7
1528;100,3;85,2;50,8;46,3;52,1;39,6;36,2;22,4
1529;110,2;106,2;97;84,1;24,3;44,4;42,7;8,8
1530;94,1;102;104,4;154,2;17,2;42,6;41,3;6,8
1531;160,1;163,8;162,8;165,7;7,6;65,5;66,3;4,3
1532;74,2;87,5;168;233,6;58,2;65,9;39,6;48,6
1533;94;100;105,6;167,9;23,3;41,8;40,5;5,1
1534;134,2;138,8;144,6;176,8;12,7;57,7;56,7;5,8
1535;87,3;90;85,8;128,6;19,1;36,9;36,6;6,7
1536;102,7;125,9;138,6;197,2;26,6;54,5;50,7;11,5
1537;94;97,1;93,7;111,3;17,3;39,4;39,5;5,2
1538;137,5;132,1;124,7;105,9;13,9;55,5;54,7;8,1
1539;156,3;156,3;164,9;219,3;8,3;65;63,6;5,7
1540;120,4;105,4;98,3;105,2;23,1;47,9;45,1;10,6
1541;134,4;138,4;143,6;162,1;9,6;56,8;56,6;4,7
1542;91,5;122,2;146,7;200,1;36,8;57,6;49,1;17,5
1543;109,7;130,9;138,6;169,2;29,3;56,3;52,4;12,8
1544;100,8;97,2;87,2;124,6;22;41,7;40,4;10,4
1545;125,2;149,5;161,6;172,4;26,7;64,4;59,5;12,7
1546;100,4;105,2;109,2;173,3;19,6;44,6;42,8;6,8
1547;105,6;116,6;110,6;149,4;16,9;45,9;47,4;6,8
1548;124,5;132,2;125,7;151,1;20;54;53,6;10,2
1549;133;133,5;132,1;111,2;6,4;53,4;54,9;3
1550;106,6;130,8;149,4;181,6;60,1;65,5;52,5;28,6
1551;132,9;135,1;129,4;116,7;27;59,5;56;14,6
1552;129,1;129,1;127,3;109,4;5,6;51,5;52,8;2,7
1553;134,4;134,7;134,6;119,5;10,8;54,7;55,1;4
1554;84,6;80,6;67,5;122,3;28,4;34,6;32,9;10,3
1555;108,8;105,1;100,5;108,2;15,4;43,8;43;6,1
1556;112,7;100,2;94,1;106,7;31;48,1;43,5;16,9
1557;100;98,8;99,1;146,1;6,4;39,9;40,9;2,2
1558;119,8;128,8;103,5;96;27,8;52,2;52;17,8
1559;109;124,2;123,3;154,7;31,5;52,5;49,7;13,1
1560;128,1;134,4;130,8;142;9,4;53,4;54,9;5,1
1561;77;78,1;71,4;112,4;26,4;33,3;31,7;8,7
1562;78,7;92,7;98,4;208,4;26,5;39,7;37,1;9,4
1563;136,9;118;99,4;75,5;35;54,7;50,3;17,1
1564;119,3;132,5;146,4;176,4;24,7;59;53,5;11,9
1565;113,5;113,5;116,6;125,7;21;50,5;46,8;10,5
1566;124,8;131,1;107,5;91;26,3;52,4;52,7;15,6
1567;88,2;83,5;73,5;71,7;32,2;35,4;34,1;8,4
1568;124,8;136,4;149,6;184;25,8;61;56;13,3
1569;131,6;131,9;129,8;105,1;8,3;53;53,6;3,7
1570;140,4;128,5;117,5;47,4;18,5;55,2;53,8;8,9
1571;133,2;117,1;102,1;55,4;28,9;53,2;49,5;13,8
1572;110,8;107,8;101,5;102,6;18,2;45,7;44,5;8,5
1573;117;123,5;130;210,5;14,3;52,2;50;7,8
1574;146;133;107,4;69,7;34,4;59,6;55,6;20,3
1575;137;136;129,2;96,9;12,2;55,4;56,1;6,4
1576;98,3;121,1;100,5;116,5;30,2;48,2;47,6;17,6
1577;101,7;107,8;110,5;130,9;32,9;51;45;18,1
1578;109,2;84,4;66,8;68,2;55,4;43,5;37,1;19,1
1579;90,3;78,3;73,9;72,6;25,3;36,2;33,5;8,8
1580;103,4;101,6;100;91,4;13,6;42;42;4,6
1581;105,4;92,5;85,3;98,9;22,8;42;38,8;9,2
1582;116,7;118,5;113,6;111,4;15,5;48,3;48,1;6,3
1583;102,3;95,4;90,2;113,8;18,1;40,9;40,2;7,1
1584;150,5;148,9;150,1;143,6;12;62,1;60,4;6,3
1585;152,2;166,9;178,6;206,1;15,3;70;67,6;8,3
1586;100,6;87;80,2;70,4;30,1;39,9;36,6;9,2
1587;59,7;51,5;47,2;89,5;27,9;24;21,3;6,8
1588;108,4;122,5;145,7;222,3;31,1;58,4;50,7;16,2
1589;149,1;168,7;187;208,9;21;73,3;68;12,1
1590;141,3;119,4;108;30,1;24,2;55,4;51;12
1591;120,8;112,7;98,5;92,7;31,8;50,6;47,2;15,2
1592;72,7;65,1;57,7;126,6;37,5;29,3;26,8;9,4
1593;144;140,2;136,2;78,9;11,1;57;56,9;4,1
1594;109;101,8;85,5;61,8;24,7;43,5;42,4;11,3
1595;113,1;83,4;105,9;309,8;31,4;46,2;38,5;19,5
1596;141,9;134,8;119,3;62,1;31,1;56,1;54,6;11,3
1597;90,4;83,9;70,2;94,5;24,2;36,4;35,3;11,7
1598;112;113,9;98,2;105,8;21,2;47,5;46,3;13,2
1599;81,4;87,1;87,5;131,9;32,7;39,4;35,8;13,4
1600;110,3;115,8;115,4;150,6;10,1;46,7;47,9;4,6
1601;114,5;118,7;105,9;123,5;24,3;49,1;48,7;13
1602;113,4;94,8;87,5;134,7;27,5;45,4;40,6;13,4
1603;140,2;116,7;107,8;67;34,2;55,4;49,4;13,4
1604;103,7;97,9;98,1;193;13,3;41,5;40,7;5,5
